Sample_ID,Pair_ID,Parent_ID,Parent_Reaction_ID,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Solvent,Solvent_SMILES,has_solvent,Catalyst,Catalyst_SMILES,has_catalyst,Temp_C,has_temp,Time_min,has_time,Target_C4_Index,Target_O4_Index,split_pair_group,Source_Negative_Row,Source_Sequence_ID,Bracket_Repair_Used,Structure_Group_Size,Mapping_Method,Mapping_Cost,Structure_Verification
NEG-0349,PAIR-31-010-CAS-14511681,349,31-010-CAS-14511681,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,train,193,192,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0350,PAIR-31-010-CAS-21359650,350,31-010-CAS-21359650,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,194,193,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0351,PAIR-31-010-CAS-1116469,351,31-010-CAS-1116469,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,195,194,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0352,PAIR-31-010-CAS-21359653,352,31-010-CAS-21359653,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,196,195,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0353,PAIR-31-010-CAS-7505645,353,31-010-CAS-7505645,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,197,196,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0354,PAIR-31-010-CAS-21359654,354,31-010-CAS-21359654,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,train,198,197,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0355,PAIR-31-010-CAS-9641920,355,31-010-CAS-9641920,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,train,199,198,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0356,PAIR-31-010-CAS-21359665,356,31-010-CAS-21359665,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,train,200,199,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0357,PAIR-31-010-CAS-9313729,357,31-010-CAS-9313729,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,train,201,200,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0358,PAIR-31-010-CAS-21359669,358,31-010-CAS-21359669,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,val,202,201,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0359,PAIR-31-010-CAS-8010563,359,31-010-CAS-8010563,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,val,203,202,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0360,PAIR-31-010-CAS-21359666,360,31-010-CAS-21359666,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,test,204,203,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0361,PAIR-31-010-CAS-1619273,361,31-010-CAS-1619273,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,test,205,204,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0362,PAIR-31-010-CAS-21359651,362,31-010-CAS-21359651,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,train,206,205,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0363,PAIR-31-010-CAS-3241716,363,31-010-CAS-3241716,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccc(OC)cc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,45,46,train,207,206,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0364,PAIR-31-010-CAS-21359670,364,31-010-CAS-21359670,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,test,208,207,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0365,PAIR-31-010-CAS-10139664,365,31-010-CAS-10139664,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,test,209,208,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0366,PAIR-31-010-CAS-21359656,366,31-010-CAS-21359656,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,val,210,209,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0367,PAIR-31-010-CAS-5651856,367,31-010-CAS-5651856,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,val,211,210,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0368,PAIR-31-010-CAS-21359655,368,31-010-CAS-21359655,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,212,211,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0369,PAIR-31-010-CAS-11772795,369,31-010-CAS-11772795,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,213,212,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0370,PAIR-31-010-CAS-21359652,370,31-010-CAS-21359652,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,214,213,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0371,PAIR-31-010-CAS-5369572,371,31-010-CAS-5369572,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(CO[C@@H]2[C@@H](N=[N+]=[N-])[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COc3ccc(OC)cc3)[C@H]2OC(C)=O)cc1,COc1ccc(CO[C@H]2[C@H](O)[C@@H](COc3ccc(OC)cc3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2N=[N+]=[N-])cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,44,45,train,215,214,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0372,PAIR-31-010-CAS-21359672,372,31-010-CAS-21359672,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,train,216,215,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0373,PAIR-31-010-CAS-14406507,373,31-010-CAS-14406507,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,,0,43,44,train,217,216,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
